hsa00010,Glycolysis / Gluconeogenesis
3716,JAK1
7297,TYK2
6772,STAT1
6773,STAT2
10379,IRF9
5610,EIF2AK2
4938,OAS1
4939,OAS2
4940,OAS3
3627,CXCL10
9636,ISG15
355,FAS
8772,FADD
841,CASP8
637,BID
10018,BCL2L11
596,BCL2
581,BAX
578,BAK1
54205,CYCS
317,APAF1
842,CASP9
836,CASP3
916,CD3E
917,CD3G
915,CD3D
919,CD247
5701,PSMC2
5700,PSMC1
5704,PSMC4
5706,PSMC6
5702,PSMC3
5705,PSMC5
5708,PSMD2
5707,PSMD1
5709,PSMD3
5718,PSMD12
5717,PSMD11
9861,PSMD6
5713,PSMD7
5719,PSMD13
5710,PSMD4
10213,PSMD14
5714,PSMD8
11047,ADRM1
7979,SEM1
6890,TAP1
6891,TAP2
6892,TAPBP
2923,PDIA3
811,CALR
3105,HLA-A
3106,HLA-B
3107,HLA-C
3134,HLA-F
3135,HLA-G
3133,HLA-E
567,B2M
22938,SNW1
25942,SIN3A
3065,HDAC1
3066,HDAC2
9612,NCOR2
8819,SAP30
9541,CIR1
11317,RBPJL
3516,RBPJ
3280,HES1
2208,FCER2
864,RUNX3
4609,MYC
7874,USP7
4193,MDM2
7157,TP53
1026,CDKN1A
1647,GADD45A
4616,GADD45B
10912,GADD45G
1643,DDB2
51426,POLK
7188,TRAF5
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
207,AKT1
208,AKT2
10000,AKT3
9020,MAP3K14
5971,RELB
4791,NFKB2
8717,TRADD
4793,NFKBIB
4794,NFKBIE
6416,MAP2K4
5609,MAP2K7
5599,MAPK8
5602,MAPK10
5601,MAPK9
7186,TRAF2
8737,RIPK1
5606,MAP2K3
5608,MAP2K6
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
3725,JUN
956,ENTPD3
377841,ENTPD8
953,ENTPD1
958,CD40
960,CD44
3683,ITGAL
965,CD58
3383,ICAM1
7431,VIM
7128,TNFAIP3
3718,JAK3
6774,STAT3
4067,LYN
6850,SYK
4734,NEDD4
5879,RAC1
102723407,IGH
695,BTK
29760,BLNK
5336,PLCG2
6502,SKP2
1027,CDKN1B
595,CCND1
894,CCND2
896,CCND3
1019,CDK4
1021,CDK6
890,CCNA2
8900,CCNA1
898,CCNE1
9134,CCNE2
1017,CDK2
5925,RB1
1869,E2F1
1870,E2F2
1871,E2F3
hsa05170,Human immunodeficiency virus 1 infection
920,CD4
8945,BTRC
23291,FBXW11
6500,SKP1
8454,CUL1
9978,RBX1
7852,CXCR4
1234,CCR5
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5747,PTK2
2185,PTK2B
5829,PXN
1398,CRK
1399,CRKL
207,AKT1
208,AKT2
10000,AKT3
2475,MTOR
6198,RPS6KB1
6199,RPS6KB2
4790,NFKB1
5970,RELA
2353,FOS
3725,JUN
572,BAD
3265,HRAS
3845,KRAS
4893,NRAS
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
2776,GNAQ
2767,GNA11
5335,PLCG1
5336,PLCG2
3708,ITPR1
3709,ITPR2
3710,ITPR3
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
4772,NFATC1
4773,NFATC2
4775,NFATC3
4776,NFATC4
5578,PRKCA
5579,PRKCB
5582,PRKCG
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
5879,RAC1
5880,RAC2
5881,RAC3
5058,PAK1
5062,PAK2
5063,PAK3
10298,PAK4
57144,PAK5
56924,PAK6
106821730,BUB1B-PAK6
3984,LIMK1
3985,LIMK2
1072,CFL1
1073,CFL2
7124,TNF
7133,TNFRSF1B
598,BCL2L1
7097,TLR2
7099,TLR4
4615,MYD88
51135,IRAK4
3654,IRAK1
7189,TRAF6
10454,TAB1
23118,TAB2
6885,MAP3K7
1147,CHUK
3551,IKBKB
8517,IKBKG
4792,NFKBIA
3439,IFNA1
3440,IFNA2
3441,IFNA4
3442,IFNA5
3443,IFNA6
3444,IFNA7
3445,IFNA8
3446,IFNA10
3447,IFNA13
3448,IFNA14
3449,IFNA16
3451,IFNA17
3452,IFNA21
3456,IFNB1
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
5599,MAPK8
5602,MAPK10
5601,MAPK9
115004,CGAS
340061,TMEM173
29110,TBK1
3661,IRF3
164668,APOBEC3H
200316,APOBEC3F
100913187,APOBEC3A_B
140564,APOBEC3D
200315,APOBEC3A
27350,APOBEC3C
60489,APOBEC3G
9582,APOBEC3B
25939,SAMHD1
85363,TRIM5
684,BST2
7132,TNFRSF1A
8737,RIPK1
8717,TRADD
7188,TRAF5
7186,TRAF2
5606,MAP2K3
5608,MAP2K6
5609,MAP2K7
356,FASLG
355,FAS
8772,FADD
841,CASP8
637,BID
581,BAX
578,BAK1
596,BCL2
54205,CYCS
842,CASP9
836,CASP3
916,CD3E
917,CD3G
915,CD3D
919,CD247
6890,TAP1
6891,TAP2
6892,TAPBP
2923,PDIA3
811,CALR
3105,HLA-A
3106,HLA-B
3107,HLA-C
3134,HLA-F
3135,HLA-G
3133,HLA-E
162,AP1B1
164,AP1G1
8906,AP1G2
8907,AP1M1
10053,AP1M2
1174,AP1S1
8905,AP1S2
130340,AP1S3
567,B2M
6923,ELOB
6921,ELOC
8065,CUL5
9616,RNF7
9730,DCAF1
1642,DDB1
8450,CUL4B
8451,CUL4A
472,ATM
545,ATR
1111,CHEK1
995,CDC25C
7465,WEE1
494551,WEE2
891,CCNB1
9133,CCNB2
85417,CCNB3
983,CDK1
hsa05200,Pathways in cancer
1630,DCC
836,CASP3
842,CASP9
26060,APPL1
999,CDH1
1499,CTNNB1
29119,CTNNA3
1495,CTNNA1
1496,CTNNA2
8312,AXIN1
8313,AXIN2
324,APC
10297,APC2
2932,GSK3B
6932,TCF7
83439,TCF7L1
6934,TCF7L2
51176,LEF1
332,BIRC5
4609,MYC
595,CCND1
7471,WNT1
7472,WNT2
7482,WNT2B
7473,WNT3
89780,WNT3A
54361,WNT4
7474,WNT5A
81029,WNT5B
7475,WNT6
7476,WNT7A
7477,WNT7B
7478,WNT8A
7479,WNT8B
7483,WNT9A
7484,WNT9B
7480,WNT10B
80326,WNT10A
7481,WNT11
51384,WNT16
8321,FZD1
8324,FZD7
2535,FZD2
7976,FZD3
8322,FZD4
7855,FZD5
8325,FZD8
8323,FZD6
11211,FZD10
8326,FZD9
4041,LRP5
4040,LRP6
1857,DVL3
1856,DVL2
1855,DVL1
10023,FRAT1
23401,FRAT2
2147,F2
183,AGT
2149,F2R
9002,F2RL3
1902,LPAR1
9170,LPAR2
23566,LPAR3
2846,LPAR4
57121,LPAR5
10161,LPAR6
185,AGTR1
2768,GNA12
10672,GNA13
23365,ARHGEF12
9826,ARHGEF11
9138,ARHGEF1
57449,PLEKHG5
387,RHOA
6093,ROCK1
9475,ROCK2
6387,CXCL12
7852,CXCR4
2770,GNAI1
2773,GNAI3
2771,GNAI2
5731,PTGER1
5732,PTGER2
5733,PTGER3
5734,PTGER4
2778,GNAS
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
5566,PRKACA
5567,PRKACB
5568,PRKACG
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
1284,COL4A2
1286,COL4A4
1288,COL4A6
1282,COL4A1
1287,COL4A5
1285,COL4A3
284217,LAMA1
3908,LAMA2
3909,LAMA3
3911,LAMA5
3910,LAMA4
3912,LAMB1
3913,LAMB2
3914,LAMB3
22798,LAMB4
3915,LAMC1
3918,LAMC2
10319,LAMC3
2335,FN1
3673,ITGA2
3674,ITGA2B
3675,ITGA3
3655,ITGA6
3685,ITGAV
3688,ITGB1
5747,PTK2
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5728,PTEN
4824,NKX3-1
207,AKT1
208,AKT2
10000,AKT3
1147,CHUK
3551,IKBKB
8517,IKBKG
4792,NFKBIA
4790,NFKB1
4791,NFKB2
5970,RELA
5743,PTGS2
4843,NOS2
596,BCL2
329,BIRC2
330,BIRC3
331,XIAP
79444,BIRC7
112401,BIRC8
598,BCL2L1
7185,TRAF1
7186,TRAF2
7187,TRAF3
9618,TRAF4
7188,TRAF5
7189,TRAF6
2475,MTOR
6198,RPS6KB1
6199,RPS6KB2
572,BAD
2308,FOXO1
4193,MDM2
7157,TP53
1027,CDKN1B
1026,CDKN1A
613,BCR
25,ABL1
1398,CRK
1399,CRKL
867,CBL
6776,STAT5A
6777,STAT5B
5292,PIM1
11040,PIM2
3827,KNG1
1906,EDN1
623,BDKRB1
624,BDKRB2
1909,EDNRA
1910,EDNRB
2776,GNAQ
2767,GNA11
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
5578,PRKCA
5579,PRKCB
5582,PRKCG
3558,IL2
3562,IL3
3565,IL4
3567,IL5
3569,IL6
3574,IL7
3592,IL12A
3593,IL12B
3596,IL13
3600,IL15
51561,IL23A
2056,EPO
3439,IFNA1
3440,IFNA2
3441,IFNA4
3442,IFNA5
3443,IFNA6
3444,IFNA7
3445,IFNA8
3446,IFNA10
3447,IFNA13
3448,IFNA14
3449,IFNA16
3451,IFNA17
3452,IFNA21
3458,IFNG
3559,IL2RA
3560,IL2RB
3561,IL2RG
3563,IL3RA
3566,IL4R
1439,CSF2RB
3568,IL5RA
3570,IL6R
3572,IL6ST
3575,IL7R
3594,IL12RB1
3595,IL12RB2
3597,IL13RA1
3601,IL15RA
149233,IL23R
2057,EPOR
3454,IFNAR1
3455,IFNAR2
3459,IFNGR1
3460,IFNGR2
27436,EML4
238,ALK
10125,RASGRP1
10235,RASGRP2
25780,RASGRP3
115727,RASGRP4
3716,JAK1
3717,JAK2
3718,JAK3
6774,STAT3
6772,STAT1
6773,STAT2
6775,STAT4
6778,STAT6
7422,VEGFA
7423,VEGFB
5228,PGF
7424,VEGFC
2277,VEGFD
7039,TGFA
1950,EGF
1956,EGFR
2064,ERBB2
5154,PDGFA
5155,PDGFB
5156,PDGFRA
5159,PDGFRB
3479,IGF1
3481,IGF2
3480,IGF1R
4254,KITLG
3815,KIT
2323,FLT3LG
2322,FLT3
3082,HGF
4233,MET
2246,FGF1
2247,FGF2
2248,FGF3
2249,FGF4
8822,FGF17
2251,FGF6
2252,FGF7
2253,FGF8
2254,FGF9
2255,FGF10
8823,FGF16
2250,FGF5
8817,FGF18
26281,FGF20
27006,FGF22
9965,FGF19
26291,FGF21
8074,FGF23
2260,FGFR1
2263,FGFR2
2261,FGFR3
2264,FGFR4
2885,GRB2
6654,SOS1
6655,SOS2
3265,HRAS
3845,KRAS
4893,NRAS
369,ARAF
673,BRAF
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
3725,JUN
2353,FOS
2113,ETS1
4312,MMP1
4313,MMP2
4318,MMP9
3576,CXCL8
1019,CDK4
9252,RPS6KA5
5979,RET
8030,CCDC6
8031,NCOA4
4914,NTRK1
7170,TPM3
7175,TPR
10342,TFG
11186,RASSF1
83593,RASSF5
6789,STK4
1612,DAPK1
1613,DAPK3
23604,DAPK2
5335,PLCG1
5336,PLCG2
2002,ELK1
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
5900,RALGDS
5898,RALA
5899,RALB
10928,RALBP1
998,CDC42
5879,RAC1
5880,RAC2
5881,RAC3
5599,MAPK8
5602,MAPK10
5601,MAPK9
7849,PAX8
5468,PPARG
6256,RXRA
6257,RXRB
6258,RXRG
5915,RARB
2099,ESR1
2100,ESR2
8648,NCOA1
8202,NCOA3
6667,SP1
5467,PPARD
3728,JUP
7704,ZBTB16
5371,PML
5914,RARA
861,RUNX1
862,RUNX1T1
6688,SPI1
1050,CEBPA
1438,CSF2RA
1441,CSF3R
1436,CSF1R
1029,CDKN2A
1869,E2F1
1870,E2F2
1871,E2F3
4149,MAX
7709,ZBTB17
1030,CDKN2B
1021,CDK6
894,CCND2
896,CCND3
1163,CKS1B
1164,CKS2
6500,SKP1
8454,CUL1
9978,RBX1
6502,SKP2
1017,CDK2
898,CCNE1
9134,CCNE2
5925,RB1
1647,GADD45A
4616,GADD45B
10912,GADD45G
581,BAX
578,BAK1
1643,DDB2
51426,POLK
7015,TERT
7012,TERC
4286,MITF
7040,TGFB1
7042,TGFB2
7043,TGFB3
7046,TGFBR1
7048,TGFBR2
4087,SMAD2
4088,SMAD3
4089,SMAD4
2122,MECOM
1487,CTBP1
1488,CTBP2
3065,HDAC1
3066,HDAC2
4292,MLH1
4436,MSH2
4437,MSH3
2956,MSH6
675,BRCA2
5888,RAD51
356,FASLG
355,FAS
8772,FADD
841,CASP8
637,BID
5366,PMAIP1
27113,BBC3
10018,BCL2L11
54205,CYCS
317,APAF1
840,CASP7
9817,KEAP1
4780,NFE2L2
3162,HMOX1
1728,NQO1
221357,GSTA5
2939,GSTA2
2941,GSTA4
119391,GSTO2
2948,GSTM4
2953,GSTT2
2952,GSTT1
2947,GSTM3
4257,MGST1
4259,MGST3
2950,GSTP1
2944,GSTM1
2949,GSTM5
4258,MGST2
2938,GSTA1
2946,GSTM2
2940,GSTA3
9446,GSTO1
653689,GSTT2B
7296,TXNRD1
114112,TXNRD3
10587,TXNRD2
7428,VHL
6921,ELOC
6923,ELOB
8453,CUL2
54583,EGLN1
112399,EGLN3
112398,EGLN2
2271,FH
3091,HIF1A
2034,EPAS1
405,ARNT
9915,ARNT2
1387,CREBBP
2033,EP300
6513,SLC2A1
182,JAG1
3714,JAG2
10683,DLL3
28514,DLL1
54567,DLL4
4851,NOTCH1
4853,NOTCH2
4854,NOTCH3
4855,NOTCH4
3280,HES1
388585,HES5
26508,HEYL
23462,HEY1
23493,HEY2
2324,FLT4
6469,SHH
5727,PTCH1
6608,SMO
374654,KIF7
51684,SUFU
2735,GLI1
2736,GLI2
2737,GLI3
650,BMP2
652,BMP4
64399,HHIP
8643,PTCH2
367,AR
3320,HSP90AA1
3326,HSP90AB1
7184,HSP90B1
354,KLK3
5337,PLD1
8900,CCNA1
hsa05202,Transcriptional misregulation in cancer
861,RUNX1
1436,CSF1R
4353,MPO
1437,CSF2
3562,IL3
862,RUNX1T1
3065,HDAC1
3066,HDAC2
25942,SIN3A
9611,NCOR1
1050,CEBPA
8864,PER2
6688,SPI1
929,CD14
3684,ITGAM
2209,FCGR1A
3728,JUP
5371,PML
5914,RARA
1053,CEBPE
597,BCL2A1
7704,ZBTB16
4609,MYC
1848,DUSP6
6929,TCF3
5087,PBX1
51384,WNT16
2120,ETV6
51513,ETV7
1991,ELANE
3002,GZMB
4297,KMT2A
4299,AFF1
1025,CDK9
904,CCNT1
905,CCNT2
4298,MLLT1
4300,MLLT3
84444,DOT1L
4005,LMO2
5090,PBX3
860,RUNX2
4086,SMAD1
51274,KLF3
4208,MEF2C
3205,HOXA9
3206,HOXA10
221037,JMJD1C
8091,HMGA2
7403,KDM6A
7404,UTY
8464,SUPT3H
8842,PROM1
2322,FLT3
55589,BMP2K
3480,IGF1R
1027,CDKN1B
5218,CDK14
4211,MEIS1
3207,HOXA11
6495,SIX1
51804,SIX4
2138,EYA1
1031,CDKN2C
3248,HPGD
2892,GRIA3
2530,FUT8
30012,TLX3
3195,TLX1
64919,BCL11B
8861,LDB1
4066,LYL1
3087,HHEX
171558,PTCRA
5966,REL
894,CCND2
7185,TRAF1
598,BCL2L1
942,CD86
958,CD40
604,BCL6
102723407,IGH
4094,MAF
3695,ITGB7
7468,NSD2
440093,H3F3C
3021,H3F3B
8351,HIST1H3D
8352,HIST1H3C
8350,HIST1H3A
3020,H3F3A
8290,HIST3H3
126961,HIST2H3C
333932,HIST2H3A
653604,HIST2H3D
8353,HIST1H3E
8354,HIST1H3I
8355,HIST1H3G
8356,HIST1H3J
8357,HIST1H3H
8358,HIST1H3B
8968,HIST1H3F
5079,PAX5
7849,PAX8
5468,PPARG
6256,RXRA
6257,RXRB
6258,RXRG
5546,PRCC
7030,TFE3
1026,CDKN1A
7113,TMPRSS2
2078,ERG
5328,PLAU
5327,PLAT
4314,MMP3
4318,MMP9
7850,IL1R2
6692,SPINT1
2115,ETV1
2118,ETV4
2119,ETV5
85414,SLC45A3
2005,ELK4
1655,DDX5
4613,MYCN
4149,MAX
4193,MDM2
5747,PTK2
7157,TP53
648,BMI1
100532731,COMMD3-BMI1
6667,SP1
7709,ZBTB17
4914,NTRK1
4804,NGFR
4221,MEN1
2130,EWSR1
2313,FLI1
3479,IGF1
3398,ID2
7048,TGFBR2
3486,IGFBP3
54738,FEV
466,ATF1
9915,ARNT2
472,ATM
4286,MITF
7490,WT1
5154,PDGFA
3560,IL2RB
8938,BAIAP3
7102,TSPAN7
4291,MLF1
8013,NR4A3
8148,TAF15
2521,FUS
1649,DDIT3
1051,CEBPB
3569,IL6
64332,NFKBIZ
4790,NFKB1
5970,RELA
3576,CXCL8
2308,FOXO1
2321,FLT1
6760,SS18
6756,SSX1
6757,SSX2
727837,SSX2B
26471,NUPR1
79058,ASPSCR1
4233,MET
1647,GADD45A
4616,GADD45B
10912,GADD45G
581,BAX
578,BAK1
1643,DDB2
51426,POLK
1668,DEFA3
330,BIRC3
5077,PAX3
5081,PAX7
6935,ZEB1
8900,CCNA1
hsa05203,Viral carcinogenesis
6714,SRC
3265,HRAS
3845,KRAS
4893,NRAS
5594,MAPK1
5595,MAPK3
1385,CREB1
1386,ATF2
468,ATF4
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
9586,CREB5
1388,ATF6B
1642,DDB1
7534,YWHAZ
7529,YWHAB
10971,YWHAQ
7531,YWHAE
7533,YWHAH
7532,YWHAG
3716,JAK1
6774,STAT3
6776,STAT5A
6777,STAT5B
836,CASP3
3249,HPN
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5970,RELA
5966,REL
4791,NFKB2
4790,NFKB1
7157,TP53
898,CCNE1
9134,CCNE2
1017,CDK2
1959,EGR2
1960,EGR3
7419,VDAC3
4055,LTBR
6672,SP100
3190,HNRNPK
1026,CDKN1A
1654,DDX3X
5610,EIF2AK2
5566,PRKACA
5567,PRKACB
5568,PRKACG
8341,HIST1H2BN
8345,HIST1H2BH
8342,HIST1H2BM
158983,H2BFWT
255626,HIST1H2BA
440689,HIST2H2BF
8348,HIST1H2BO
3018,HIST1H2BB
8339,HIST1H2BG
8340,HIST1H2BL
8347,HIST1H2BC
3017,HIST1H2BD
8344,HIST1H2BE
8346,HIST1H2BI
8349,HIST2H2BE
8970,HIST1H2BJ
85236,HIST1H2BK
128312,HIST3H2BB
8343,HIST1H2BF
286436,H2BFM
121504,HIST4H4
554313,HIST2H4B
8294,HIST1H4I
8360,HIST1H4D
8361,HIST1H4F
8362,HIST1H4K
8363,HIST1H4J
8364,HIST1H4C
8365,HIST1H4H
8366,HIST1H4B
8367,HIST1H4E
8368,HIST1H4L
8370,HIST2H4A
8359,HIST1H4A
8369,HIST1H4G
581,BAX
2885,GRB2
8717,TRADD
983,CDK1
387332,TBPL2
9519,TBPL1
6908,TBP
7874,USP7
4193,MDM2
11317,RBPJL
3516,RBPJ
22938,SNW1
2965,GTF2H1
2966,GTF2H2
730394,GTF2H2C_2
728340,GTF2H2C
2967,GTF2H3
2968,GTF2H4
2960,GTF2E1
2961,GTF2E2
27044,SND1
1387,CREBBP
2033,EP300
2959,GTF2B
595,CCND1
894,CCND2
896,CCND3
1021,CDK6
890,CCNA2
8900,CCNA1
6502,SKP2
28973,MRPS18B
7185,TRAF1
7186,TRAF2
7187,TRAF3
7188,TRAF5
3718,JAK3
4067,LYN
6850,SYK
9114,ATP6V0D1
245972,ATP6V0D2
7337,UBE3A
1739,DLG1
23513,SCRIB
5829,PXN
578,BAK1
3661,IRF3
5700,PSMC1
5925,RB1
5933,RBL1
5934,RBL2
1027,CDKN1B
23352,UBR4
3725,JUN
1108,CHD4
3065,HDAC1
3066,HDAC2
8841,HDAC3
9759,HDAC4
10014,HDAC5
10013,HDAC6
51564,HDAC7
55869,HDAC8
9734,HDAC9
83933,HDAC10
79885,HDAC11
5315,PKM
10379,IRF9
9093,DNAJA3
8850,KAT2B
2648,KAT2A
11036,GTF2A1L
2957,GTF2A1
2958,GTF2A2
6722,SRF
8517,IKBKG
4792,NFKBIA
5922,RASA2
998,CDC42
5879,RAC1
387,RHOA
2934,GSN
85477,SCIN
87,ACTN1
81,ACTN4
1019,CDK4
1029,CDKN2A
1030,CDKN2B
1111,CHEK1
991,CDC20
8379,MAD1L1
55697,VAC14
5902,RANBP1
5423,POLB
3665,IRF7
3572,IL6ST
1234,CCR5
1237,CCR8
1232,CCR3
1233,CCR4
9261,MAPKAPK2
841,CASP8
572,BAD
5366,PMAIP1
718,C3
3105,HLA-A
3106,HLA-B
3107,HLA-C
3134,HLA-F
3135,HLA-G
3133,HLA-E
hsa05204,Chemical carcinogenesis
1543,CYP1A1
1576,CYP3A4
1577,CYP3A5
1551,CYP3A7
100861540,CYP3A7-CYP3A51P
64816,CYP3A43
5743,PTGS2
10,NAT2
9,NAT1
1544,CYP1A2
6799,SULT1A2
6817,SULT1A1
6818,SULT1A3
445329,SULT1A4
1545,CYP1B1
1558,CYP2C8
1559,CYP2C9
1562,CYP2C18
1557,CYP2C19
2052,EPHX1
405,ARNT
221357,GSTA5
2939,GSTA2
2941,GSTA4
119391,GSTO2
2948,GSTM4
2953,GSTT2
2952,GSTT1
2947,GSTM3
4257,MGST1
4259,MGST3
2950,GSTP1
2944,GSTM1
2949,GSTM5
4258,MGST2
2938,GSTA1
2946,GSTM2
2940,GSTA3
9446,GSTO1
653689,GSTT2B
373156,GSTK1
27306,HPGDS
6822,SULT2A1
1139,CHRNA7
873,CBR1
3290,HSD11B1
1548,CYP2A6
1553,CYP2A13
10941,UGT2A1
79799,UGT2A3
7367,UGT2B17
10720,UGT2B11
54490,UGT2B28
54578,UGT1A6
54657,UGT1A4
54658,UGT1A1
54659,UGT1A3
7365,UGT2B10
54600,UGT1A9
7364,UGT2B7
54575,UGT1A10
54576,UGT1A8
54579,UGT1A5
7366,UGT2B15
54577,UGT1A7
7363,UGT2B4
574537,UGT2A2
1571,CYP2E1
221,ALDH3B1
222,ALDH3B2
220,ALDH1A3
218,ALDH3A1
124,ADH1A
125,ADH1B
126,ADH1C
131,ADH7
127,ADH4
130,ADH6
128,ADH5
56267,KYAT3
883,KYAT1
1646,AKR1C2
hsa05205,Proteoglycans in cancer
960,CD44
6714,SRC
2017,CTTN
3059,HCLS1
2064,ERBB2
2885,GRB2
3265,HRAS
3845,KRAS
4893,NRAS
6237,RRAS
22800,RRAS2
22808,MRAS
673,BRAF
5894,RAF1
369,ARAF
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
5879,RAC1
8826,IQGAP1
998,CDC42
2002,ELK1
2099,ESR1
595,CCND1
60,ACTB
71,ACTG1
2316,FLNA
2318,FLNC
2317,FLNB
5058,PAK1
7074,TIAM1
9138,ARHGEF1
387,RHOA
6093,ROCK1
9475,ROCK2
286,ANK1
287,ANK2
288,ANK3
2549,GAB1
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
207,AKT1
208,AKT2
10000,AKT3
6548,SLC9A1
5499,PPP1CA
5500,PPP1CB
5501,PPP1CC
4659,PPP1R12A
4660,PPP1R12B
54776,PPP1R12C
23365,ARHGEF12
51196,PLCE1
3708,ITPR1
3709,ITPR2
3710,ITPR3
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
79923,NANOG
1655,DDX5
29102,DROSHA
6774,STAT3
406991,MIR21
7291,TWIST1
117581,TWIST2
406902,MIR10A
406903,MIR10B
3236,HOXD10
1634,DCN
3479,IGF1
3480,IGF1R
2475,MTOR
5170,PDPK1
6198,RPS6KB1
6199,RPS6KB2
1975,EIF4B
6194,RPS6
1956,EGFR
857,CAV1
858,CAV2
859,CAV3
967,CD63
1026,CDKN1A
836,CASP3
7040,TGFB1
7097,TLR2
7099,TLR4
27250,PDCD4
7124,TNF
3593,IL12B
2065,ERBB3
2066,ERBB4
4609,MYC
1499,CTNNB1
3091,HIF1A
7023,TFAP4
7422,VEGFA
3791,KDR
4233,MET
867,CBL
7078,TIMP3
7057,THBS1
4313,MMP2
4318,MMP9
4060,LUM
356,FASLG
355,FAS
4193,MDM2
7157,TP53
7042,TGFB2
10855,HPSE
60495,HPSE2
6382,SDC1
5328,PLAU
5329,PLAUR
3673,ITGA2
3688,ITGB1
7448,VTN
3685,ITGAV
3690,ITGB3
2335,FN1
3693,ITGB5
3082,HGF
7471,WNT1
8321,FZD1
8324,FZD7
2535,FZD2
7976,FZD3
8322,FZD4
7855,FZD5
8325,FZD8
8323,FZD6
11211,FZD10
8326,FZD9
3678,ITGA5
6383,SDC2
7430,EZR
5962,RDX
4478,MSN
6385,SDC4
2247,FGF2
2260,FGFR1
10818,FRS2
5781,PTPN11
6654,SOS1
6655,SOS2
5335,PLCG1
5336,PLCG2
5578,PRKCA
5579,PRKCB
5582,PRKCG
84309,NUDT16L1
5829,PXN
5747,PTK2
1839,HBEGF
2817,GPC1
3481,IGF2
2719,GPC3
7472,WNT2
7482,WNT2B
7473,WNT3
89780,WNT3A
54361,WNT4
7474,WNT5A
81029,WNT5B
7475,WNT6
7476,WNT7A
7477,WNT7B
7478,WNT8A
7479,WNT8B
7483,WNT9A
7484,WNT9B
7480,WNT10B
80326,WNT10A
7481,WNT11
51384,WNT16
6469,SHH
3549,IHH
5727,PTCH1
6608,SMO
3339,HSPG2
1514,CTSL
5566,PRKACA
5567,PRKACB
5568,PRKACG
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
3316,HSPB2
5777,PTPN6
4087,SMAD2
7410,VAV2
81578,COL21A1
hsa05206,MicroRNAs in cancer
406952,MIR17
406953,MIR18A
406981,MIR19B2
406979,MIR19A
406980,MIR19B1
406982,MIR20A
407048,MIR92A1
407049,MIR92A2
5728,PTEN
407006,MIR221
407007,MIR222
1027,CDKN1B
406991,MIR21
7078,TIMP3
406881,MIRLET7A1
406882,MIRLET7A2
406883,MIRLET7A3
406884,MIRLET7B
406886,MIRLET7D
406887,MIRLET7E
406888,MIRLET7F1
406889,MIRLET7F2
406890,MIRLET7G
406891,MIRLET7I
406885,MIRLET7C
3845,KRAS
1021,CDK6
993,CDC25A
994,CDC25B
995,CDC25C
8091,HMGA2
406901,MIR107
406948,MIR15A
406949,MIR15B
406950,MIR16-1
406951,MIR16-2
595,CCND1
894,CCND2
898,CCNE1
9134,CCNE2
406913,MIR126
1398,CRK
1399,CRKL
406904,MIR1-1
406905,MIR1-2
5292,PIM1
4233,MET
407021,MIR29A
407024,MIR29B1
407025,MIR29B2
407026,MIR29C
