mmu00010,Glycolysis / Gluconeogenesis
16337,Insr
16000,Igf1
16001,Igf1r
16367,Irs1
384783,Irs2
16369,Irs3
16370,Irs4
15461,Hras
16653,Kras
18176,Nras
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
56458,Foxo1
56484,Foxo3
20656,Sod2
12359,Cat
11793,Atg5
105787,Prkaa1
108079,Prkaa2
19079,Prkab1
108097,Prkab2
19082,Prkag1
241113,Prkag3
108099,Prkag2
56717,Mtor
74370,Rptor
67605,Akt1s1
58988,Rps6kb2
72508,Rps6kb1
93759,Sirt1
20655,Sod1
13688,Eif4ebp2
15481,Hspa8
15482,Hspa1l
193740,Hspa1a
15512,Hspa2
15511,Hspa1b
12955,Cryab
15182,Hdac2
433759,Hdac1
15376,Foxa2
20480,Clpb
mmu04215,Apoptosis - multiple species
21937,Tnfrsf1a
14082,Fadd
12370,Casp8
12369,Casp7
12367,Casp3
12122,Bid
12125,Bcl2l11
58801,Pmaip1
170770,Bbc3
12043,Bcl2
12048,Bcl2l1
12028,Bax
12018,Bak1
13063,Cycs
13067,Cyct
11783,Apaf1
12371,Casp9
66593,Diablo
64704,Htra2
18952,Septin4
11797,Birc2
11796,Birc3
11798,Xiap
11799,Birc5
26419,Mapk8
26420,Mapk9
26414,Mapk10
51800,Bok
329581,Birc7
18053,Ngfr
56208,Becn1
12211,Birc6
mmu04216,Ferroptosis
17254,Slc3a2
26570,Slc7a11
14629,Gclc
14630,Gclm
14854,Gss
625249,Gpx4
11687,Alox15
14792,Lpcat3
14081,Acsl1
50790,Acsl4
216739,Acsl6
74205,Acsl3
433256,Acsl5
22059,Trp53
20229,Sat1
69215,Sat2
22041,Trf
71775,1300017J02Rik
22042,Tfrc
68428,Steap3
18174,Slc11a2
67547,Slc39a8
213053,Slc39a14
18521,Pcbp2
53945,Slc40a1
12870,Cp
23983,Pcbp1
14319,Fth1
100862446,Not Found
14325,Ftl1
66734,Map1lc3a
67443,Map1lc3b
11793,Atg5
74244,Atg7
27057,Ncoa4
19122,Prnp
15368,Hmox1
22334,Vdac2
22335,Vdac3
13058,Cybb
67634,Ftmt
mmu04217,Necroptosis
21926,Tnf
21937,Tnfrsf1a
71609,Tradd
22030,Traf2
22033,Traf5
19766,Ripk1
11797,Birc2
11796,Birc3
11798,Xiap
24105,Rbck1
268749,Rnf31
106025,Sharpin
263876,Spata2
78779,Spata2l
74256,Cyld
14082,Fadd
12370,Casp8
12633,Cflar
56532,Ripk3
13058,Cybb
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
11739,Slc25a4
11740,Slc25a5
73333,Not Found
67738,Ppid
22333,Vdac1
22334,Vdac2
22335,Vdac3
14661,Glud1
14645,Glul
19309,Pygm
110078,Pygb
110095,Pygl
26419,Mapk8
26420,Mapk9
26414,Mapk10
14319,Fth1
100862446,Not Found
14325,Ftl1
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
11687,Alox15
12333,Capn1
12334,Capn2
20597,Smpd1
74568,Mlkl
72542,Pgam5
74006,Dnm1l
216799,Nlrp3
66824,Pycard
12362,Casp1
16176,Il1b
68953,Chmp2a
68942,Chmp2b
66700,Chmp3
66371,Chmp4c
75608,Chmp4b
208092,Chmp6
20479,Vps4b
116733,Vps4a
67028,2610002M06Rik
67064,Chmp1b
234852,Chmp1a
76959,Chmp5
105513,Chmp7
58800,Trpm7
16175,Il1a
77125,Il33
15289,Hmgb1
22035,Tnfsf10
21933,Tnfrsf10b
14103,Fasl
14102,Fas
14084,Faf1
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
15977,Ifnb1
15978,Ifng
15975,Ifnar1
15976,Ifnar2
15979,Ifngr1
15980,Ifngr2
16451,Jak1
16452,Jak2
16453,Jak3
54721,Tyk2
20846,Stat1
20847,Stat2
20848,Stat3
20849,Stat4
20850,Stat5a
20851,Stat5b
20852,Stat6
16391,Irf9
19106,Eif2ak2
21898,Tlr4
225471,Ticam2
106759,Ticam1
142980,Tlr3
58203,Zbp1
30941,Usp21
18412,Sqstm1
15519,Hsp90aa1
15516,Hsp90ab1
21929,Tnfaip3
11545,Parp1
12122,Bid
12028,Bax
26926,Aifm1
15270,H2ax
319176,H2ac20
547160,H2al1e
100042944,H2al1h
319163,H2ac1
319165,H2ac7
319166,H2ac8
319167,H2ac11
319168,H2ac12
319169,H2ac15
319170,H2ac22
319171,H2ac24
319172,H2ac4
319173,H2ac10
319191,H2ac13
319192,H2ac19
665433,H2ac23
319164,H2ac6
26914,Macroh2a1
404634,Macroh2a2
232440,H2aj
100042943,H2al1g
100042929,H2al1c
621893,H2ac21
77605,H2az2
100042922,H2al1a
333452,H2al1o
385328,H2al1n
68231,H2al2a
100042946,H2al1i
624153,H2ab2
236663,H2al1j
76383,H2al1m
100042840,H2al2b
100042931,H2al1d
51788,H2az1
319162,H2aw
15267,H2ac18
547210,H2al2c
624957,H2ab3
547154,H2al1k
100042927,H2al1b
100039319,H2ab1
100042939,H2al1f
268373,Ppia
12043,Bcl2
mmu04218,Cellular senescence
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
21812,Tgfbr1
21813,Tgfbr2
17126,Smad2
17127,Smad3
12579,Cdkn2b
12567,Cdk4
12571,Cdk6
12443,Ccnd1
12444,Ccnd2
12445,Ccnd3
19645,Rb1
19650,Rbl1
19651,Rbl2
13555,E2f1
242705,E2f2
13557,E2f3
104394,E2f4
13559,E2f5
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
56458,Foxo1
56484,Foxo3
12575,Cdkn1a
12566,Cdk2
12447,Ccne1
12448,Ccne2
14990,H2-M2
14991,H2-M3
14997,H2-M9
15006,H2-Q1
15007,H2-Q10
15013,H2-Q2
15018,H2-Q7
15019,H2-Q8
15039,H2-T22
15040,H2-T23
15042,H2-T24
15043,H2-T3
15051,H2-T9
224753,H2-M10.4
224754,H2-M11
224756,H2-M1
224761,H2-M10.5
333715,H2-M10.2
399549,H2-M10.6
15024,H2-T10
110557,H2-Q6
110696,H2-M10.3
14963,H2-Bl
14964,H2-D1
14972,H2-K1
14985,H2-M10.1
547349,H2-K1
15033,H2-T18
110558,H2-Q9
667977,Gm8909
14980,H2-L
69717,Gm10499
15015,H2-Q4
667803,H2-T-ps
100529082,Gm11127
240095,H2-M5
630294,Gm7030
16653,Kras
18176,Nras
20130,Rras
66922,Rras2
17532,Mras
15461,Hras
11651,Akt1
11652,Akt2
23797,Akt3
64930,Tsc1
22084,Tsc2
19744,Rheb
56717,Mtor
19211,Pten
93759,Sirt1
12428,Ccna2
12427,Ccna1
17865,Mybl2
72568,Lin9
75660,Lin37
217708,Lin52
231506,Lin54
19646,Rbbp4
14235,Foxm1
17869,Myc
12578,Cdkn2a
17246,Mdm2
22059,Trp53
54354,Rassf5
103583,Fbxw11
12234,Btrc
15257,Hipk1
15258,Hipk2
15259,Hipk3
233020,Hipk4
19045,Ppp1ca
19046,Ppp1cb
19047,Ppp1cc
434233,Ppp1ccb
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
23871,Ets1
26397,Map2k3
26399,Map2k6
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
13197,Gadd45a
17873,Gadd45b
23882,Gadd45g
12534,Cdk1
268697,Ccnb1
12442,Ccnb2
209091,Ccnb3
17535,Mre11a
19360,Rad50
27354,Nbn
11920,Atm
50883,Chek2
19367,Rad9a
231724,Rad9b
19355,Rad1
15574,Hus1
245000,Atr
12649,Chek1
12530,Cdc25a
18412,Sqstm1
14463,Gata4
103213,Traf3ip2
18033,Nfkb1
19697,Rela
16175,Il1a
16193,Il6
16009,Igfbp3
18787,Serpine1
13685,Eif4ebp1
17164,Mapkapk2
12192,Zfp36l1
12193,Zfp36l2
12289,Cacna1d
63873,Trpv4
58800,Trpm7
12333,Capn1
12334,Capn2
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
18018,Nfatc1
18019,Nfatc2
18021,Nfatc3
73181,Nfatc4
16438,Itpr1
16439,Itpr2
16440,Itpr3
11739,Slc25a4
11740,Slc25a5
73333,Not Found
67738,Ppid
22333,Vdac1
22334,Vdac2
22335,Vdac3
215999,Mcu
mmu04260,Cardiac muscle contraction
12288,Cacna1c
12289,Cacna1d
54652,Cacna1f
12292,Cacna1s
12295,Cacnb1
12296,Cacnb2
12297,Cacnb3
12298,Cacnb4
12293,Cacna2d1
56808,Cacna2d2
12294,Cacna2d3
319734,Cacna2d4
12299,Cacng1
12300,Cacng2
54376,Cacng3
54377,Cacng4
140723,Cacng5
54378,Cacng6
81904,Cacng7
81905,Cacng8
20191,Ryr2
65973,Asph
12373,Casq2
76757,Trdn
15464,Hrc
11937,Atp2a1
53313,Atp2a3
11938,Atp2a2
21924,Tnnc1
21954,Tnni3
21956,Tnnt2
22003,Tpm1
22004,Tpm2
59069,Tpm3
326618,Tpm4
11464,Actc1
140781,Myh7
17888,Myh6
17906,Myl2
17897,Myl3
17896,Myl4
66694,Uqcrfs1
17711,CYTB
66445,Cyc1
22273,Uqcrc1
67003,Uqcrc2
66576,Uqcrh
67530,Uqcrb
22272,Uqcrq
66152,Uqcr10
66594,Uqcr11
17710,COX3
17708,COX1
17709,COX2
12857,Cox4i1
84682,Cox4i2
12858,Cox5a
12859,Cox5b
12861,Cox6a1
12862,Cox6a2
110323,Cox6b1
333182,Cox6b2
12864,Cox6c
12866,Cox7a2
12865,Cox7a1
20463,Cox7a2l
66142,Cox7b
78174,Cox7b2
12867,Cox7c
12868,Cox8a
12869,Cox8b
75483,Cox8c
20541,Slc8a1
110891,Slc8a2
110893,Slc8a3
236794,Slc9a6
236727,Slc9a7
11928,Atp1a1
98660,Atp1a2
232975,Atp1a3
27222,Atp1a4
67821,Atp1b4
11931,Atp1b1
11932,Atp1b2
11933,Atp1b3
11936,Fxyd2
20544,Slc9a1
mmu04261,Adrenergic signaling in cardiomyocytes
11554,Adrb1
11555,Adrb2
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
11928,Atp1a1
98660,Atp1a2
232975,Atp1a3
27222,Atp1a4
67821,Atp1b4
11931,Atp1b1
11932,Atp1b2
11933,Atp1b3
11936,Fxyd2
20544,Slc9a1
16535,Kcnq1
16509,Kcne1
67972,Atp2b1
320707,Atp2b3
381290,Atp2b4
11941,Atp2b2
20541,Slc8a1
110891,Slc8a2
110893,Slc8a3
20271,Scn5a
20272,Scn7a
20266,Scn1b
399548,Scn4b
12288,Cacna1c
12289,Cacna1d
54652,Cacna1f
12292,Cacna1s
12295,Cacnb1
12296,Cacnb2
12297,Cacnb3
12298,Cacnb4
12293,Cacna2d1
56808,Cacna2d2
12294,Cacna2d3
319734,Cacna2d4
12299,Cacng1
12300,Cacng2
54376,Cacng3
54377,Cacng4
140723,Cacng5
54378,Cacng6
81904,Cacng7
81905,Cacng8
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
20191,Ryr2
19052,Ppp2ca
19053,Ppp2cb
51792,Ppp2r1a
73699,Ppp2r1b
52432,Ppp2r2d
72930,Ppp2r2b
269643,Ppp2r2c
71978,Ppp2r2a
100039815,Gm2436
100039830,Gm2446
59032,Ppp2r3c
235542,Ppp2r3a
19054,Ppp2r3d
225849,Ppp2r5b
26931,Ppp2r5c
21770,Ppp2r5d
26932,Ppp2r5e
226849,Ppp2r5a
19045,Ppp1ca
19046,Ppp1cb
19047,Ppp1cc
434233,Ppp1ccb
21924,Tnnc1
21954,Tnni3
21956,Tnnt2
22003,Tpm1
22004,Tpm2
59069,Tpm3
326618,Tpm4
11464,Actc1
140781,Myh7
17888,Myh6
17906,Myl2
17897,Myl3
17896,Myl4
18821,Pln
11937,Atp2a1
53313,Atp2a3
11938,Atp2a2
11606,Agt
11607,Agtr1a
11608,Agtr1b
11609,Agtr2
11549,Adra1a
11548,Adra1b
11550,Adra1d
14682,Gnaq
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
18750,Prkca
58200,Ppp1r1a
26413,Mapk1
26417,Mapk3
73086,Rps6ka5
12912,Creb1
11909,Atf2
11911,Atf4
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
12915,Atf6b
12916,Crem
12043,Bcl2
223864,Rapgef3
56508,Rapgef4
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
14677,Gnai1
14679,Gnai3
14678,Gnai2
30955,Pik3cg
320207,Pik3r5
104709,Pik3r6
11651,Akt1
11652,Akt2
23797,Akt3
mmu04270,Vascular smooth muscle contraction
11549,Adra1a
11548,Adra1b
11550,Adra1d
11606,Agt
11607,Agtr1a
11608,Agtr1b
13614,Edn1
13615,Edn2
13616,Edn3
13617,Ednra
11998,Avp
54140,Avpr1a
26361,Avpr1b
14682,Gnaq
14672,Gna11
26971,Pla2g2f
18778,Pla2g1b
18781,Pla2g2c
18784,Pla2g5
18782,Pla2g2d
26970,Pla2g2e
66350,Pla2g12a
69836,Pla2g12b
26565,Pla2g10
18780,Pla2g2a
237625,Pla2g3
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
53357,Pla2g6
13118,Cyp4a12b
13117,Cyp4a10
13119,Cyp4a14
435802,Cyp4a30b
230639,Cyp4a29
666168,Cyp4a31
100040843,Cyp4a32
277753,Cyp4a12a
16531,Kcnma1
16532,Kcnu1
16533,Kcnmb1
72413,Kcnmb2
100502876,Kcnmb3
58802,Kcnmb4
12288,Cacna1c
12289,Cacna1d
54652,Cacna1f
12292,Cacna1s
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
107589,Mylk
213435,Mylk3
228785,Mylk2
238564,Mylk4
17904,Myl6
216459,Myl6b
98932,Myl9
17880,Myh11
17886,Myh9
71960,Myh14
77579,Myh10
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
16438,Itpr1
16439,Itpr2
16440,Itpr3
18750,Prkca
18751,Prkcb
18752,Prkcg
18753,Prkcd
18754,Prkce
18755,Prkch
18761,Prkcq
11836,Araf
109880,Braf
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
109624,Cald1
11475,Acta2
11468,Actg2
68458,Ppp1r14a
19045,Ppp1ca
19046,Ppp1cb
19047,Ppp1cc
434233,Ppp1ccb
17931,Ppp1r12a
329251,Ppp1r12b
232807,Ppp1r12c
14673,Gna12
14674,Gna13
69632,Arhgef12
16801,Arhgef1
213498,Arhgef11
11848,Rhoa
67653,4930544G11Rik
19877,Rock1
19878,Rock2
11540,Adora2a
11541,Adora2b
19222,Ptgir
116903,Calcb
12310,Calca
11535,Adm
54598,Calcrl
51801,Ramp1
54409,Ramp2
56089,Ramp3
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
230899,Nppa
18158,Nppb
18160,Npr1
18159,Nppc
230103,Npr2
19091,Prkg1
17540,Mrvi1
60596,Gucy1a1
234889,Gucy1a2
239134,Gucy1b2
54195,Gucy1b1
mmu04310,Wnt signaling pathway
53627,Porcn
22408,Wnt1
22413,Wnt2
22414,Wnt2b
22415,Wnt3
22416,Wnt3a
22417,Wnt4
22418,Wnt5a
22419,Wnt5b
22420,Wnt6
22421,Wnt7a
22422,Wnt7b
20890,Wnt8a
22423,Wnt8b
216795,Wnt9a
22412,Wnt9b
22410,Wnt10b
22409,Wnt10a
22411,Wnt11
93735,Wnt16
12622,Cer1
77583,Notum
24117,Wif1
20317,Serpinf1
74499,Sost
13380,Dkk1
56811,Dkk2
234130,Dkk4
20377,Sfrp1
20319,Sfrp2
20379,Sfrp4
54612,Sfrp5
192199,Rspo1
239405,Rspo2
72780,Rspo3
228770,Rspo4
107515,Lgr4
14160,Lgr5
329252,Lgr6
207742,Rnf43
407821,Znrf3
14362,Fzd1
14369,Fzd7
57265,Fzd2
14365,Fzd3
14366,Fzd4
14367,Fzd5
14370,Fzd8
14368,Fzd6
93897,Fzd10
14371,Fzd9
16973,Lrp5
16974,Lrp6
68010,Bambi
27373,Csnk1e
13544,Dvl3
13542,Dvl1
13543,Dvl2
14296,Frat1
27412,Peg12
212398,Frat2
12995,Csnk2a1
13000,Csnk2a2
13001,Csnk2b
93960,Nkd1
72293,Nkd2
319478,Cxxc4
75826,Senp2
114671,4930444G20Rik
231201,Susp4
408192,Gm9839
408191,Gm5415
56637,Gsk3b
12387,Ctnnb1
12005,Axin1
12006,Axin2
11789,Apc
23805,Apc2
93687,Csnk1a1
21414,Tcf7
21415,Tcf7l1
21416,Tcf7l2
16842,Lef1
67087,Ctnnbip1
73739,Cby1
67772,Chd8
20671,Sox17
13016,Ctbp1
13017,Ctbp2
18163,Ctnnd2
12914,Crebbp
328572,Ep300
56505,Ruvbl1
17128,Smad4
17127,Smad3
26409,Map3k7
18099,Nlk
17869,Myc
16476,Jun
14283,Fosl1
12443,Ccnd1
12444,Ccnd2
12445,Ccnd3
22402,Ccn4
19015,Ppard
17393,Mmp7
19164,Psen1
18747,Prkaca
18749,Prkacb
22059,Trp53
20437,Siah1a
20438,Siah1b
12301,Cacybp
21402,Skp1
21372,Tbl1x
81004,Tbl1xr1
103583,Fbxw11
12234,Btrc
26965,Cul1
56438,Rbx1
14735,Gpc4
26563,Ror1
26564,Ror2
20187,Ryk
93840,Vangl2
229658,Vangl1
243548,Prickle2
106042,Prickle1
381104,Prickle4
54630,Prickle3
16348,Invs
208846,Daam1
76441,Daam2
11848,Rhoa
67653,4930544G11Rik
19878,Rock2
19353,Rac1
19354,Rac2
170758,Rac3
26419,Mapk8
26420,Mapk9
26414,Mapk10
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
18750,Prkca
18751,Prkcb
18752,Prkcg
18018,Nfatc1
18019,Nfatc2
18021,Nfatc3
73181,Nfatc4
mmu04330,Notch signaling pathway
13388,Dll1
13389,Dll3
54485,Dll4
16449,Jag1
16450,Jag2
16848,Lfng
17305,Mfng
19719,Rfng
18128,Notch1
18129,Notch2
18131,Notch3
18132,Notch4
19664,Rbpj
19668,Rbpjl
15205,Hes1
15208,Hes5
56198,Heyl
15213,Hey1
15214,Hey2
19208,Ptcra
13544,Dvl3
13542,Dvl1
13543,Dvl2
18222,Numb
18223,Numbl
14357,Dtx1
207521,Dtx4
209200,Dtx3l
74198,Dtx2
80904,Dtx3
11491,Adam17
19164,Psen1
19165,Psen2
66340,Psenen
59287,Ncstn
226548,Aph1a
68318,Aph1c
208117,Aph1b
103806,Maml1
433586,Maml3
270118,Maml2
12914,Crebbp
328572,Ep300
14534,Kat2a
18519,Kat2b
66354,Snw1
13016,Ctbp1
13017,Ctbp2
20602,Ncor2
66935,Cir1
15182,Hdac2
433759,Hdac1
20238,Atxn1
52335,Atxn1l
mmu04340,Hedgehog signaling pathway
19206,Ptch1
19207,Ptch2
319757,Smo
240888,Gpr161
18747,Prkaca
18749,Prkacb
93687,Csnk1a1
103236,Csnk1g2
214897,Csnk1g1
70425,Csnk1g3
104318,Csnk1d
27373,Csnk1e
56637,Gsk3b
14632,Gli1
14633,Gli2
14634,Gli3
24069,Sufu
16576,Kif7
15245,Hhip
12443,Ccnd1
12444,Ccnd2
12043,Bcl2
26965,Cul1
103583,Fbxw11
12234,Btrc
20423,Shh
16147,Ihh
13363,Dhh
117606,Boc
57810,Cdon
14451,Gas1
14725,Lrp2
233812,Mosmo
269878,Megf8
17237,Mgrn1
66313,Smurf2
75788,Smurf1
110355,Grk2
320129,Grk3
59056,Evc
68525,Evc2
109689,Arrb1
216869,Arrb2
16568,Kif3a
26554,Cul3
20747,Spop
76857,Spopl
100042761,Tdpoz7
100043188,Spopfm2
399674,Tdpoz3
399675,Tdpoz4
399676,Tdpoz5
mmu04350,TGF-beta signaling pathway
12667,Chrd
18121,Nog
17965,Nbl1
23892,Grem1
23893,Grem2
21825,Thbs1
13179,Dcn
14264,Fmod
13590,Lefty1
320202,Lefty2
14313,Fst
12156,Bmp2
12159,Bmp4
12161,Bmp6
16324,Inhbb
12160,Bmp5
12162,Bmp7
12164,Bmp8b
12163,Bmp8a
14563,Gdf5
242316,Gdf6
238057,Gdf7
11705,Amh
207596,Thsd4
14118,Fbn1
268977,Ltbp1
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
16323,Inhba
16325,Inhbc
16326,Inhbe
18119,Nodal
18007,Neo1
69585,Hjv
12166,Bmpr1a
12167,Bmpr1b
11477,Acvr1
12168,Bmpr2
244058,Rgma
68799,Rgmb
110542,Amhr2
21812,Tgfbr1
21813,Tgfbr2
11479,Acvr1b
11481,Acvr2b
11480,Acvr2a
269275,Acvr1c
68010,Bambi
17125,Smad1
17129,Smad5
55994,Smad9
17126,Smad2
17127,Smad3
17128,Smad4
17130,Smad6
17131,Smad7
66313,Smurf2
75788,Smurf1
218441,Zfyve16
230597,Zfyve9
66438,Hamp2
84506,Hamp
15901,Id1
15902,Id2
15903,Id3
15904,Id4
19650,Rbl1
104394,E2f4
13559,E2f5
21781,Tfdp1
12914,Crebbp
328572,Ep300
20683,Sp1
21815,Tgif1
228839,Tgif2
17869,Myc
12579,Cdkn2b
18741,Pitx2
56438,Rbx1
26965,Cul1
21402,Skp1
26413,Mapk1
26417,Mapk3
15978,Ifng
21926,Tnf
11848,Rhoa
67653,4930544G11Rik
19877,Rock1
51792,Ppp2r1a
73699,Ppp2r1b
19052,Ppp2ca
19053,Ppp2cb
58988,Rps6kb2
72508,Rps6kb1
mmu04360,Axon guidance
80883,Ntng1
171171,Ntng2
241568,Lrrc4c
192198,Lrrc4
18208,Ntn1
18209,Ntn3
57764,Ntn4
13176,Dcc
18803,Plcg1
234779,Plcg2
22063,Trpc1
22065,Trpc3
22066,Trpc4
22067,Trpc5
22068,Trpc6
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
18019,Nfatc2
18021,Nfatc3
73181,Nfatc4
14083,Ptk2
14360,Fyn
20779,Src
19353,Rac1
19354,Rac2
170758,Rac3
12540,Cdc42
231148,Ablim2
226251,Ablim1
319713,Ablim3
17973,Nck1
18479,Pak1
224105,Pak2
18481,Pak3
70584,Pak4
241656,Pak7
214230,Pak6
11848,Rhoa
67653,4930544G11Rik
19877,Rock1
19878,Rock2
107448,Unc5a
107449,Unc5b
22253,Unc5c
210801,Unc5d
19247,Ptpn11
244058,Rgma
18007,Neo1
98932,Myl9
67938,Myl12b
67268,Myl12a
69632,Arhgef12
13636,Efna1
13637,Efna2
13639,Efna4
13640,Efna5
13638,Efna3
13641,Efnb1
13642,Efnb2
13643,Efnb3
13835,Epha1
13836,Epha2
13837,Epha3
13838,Epha4
13839,Epha5
13840,Epha6
13841,Epha7
13842,Epha8
270190,Ephb1
13844,Ephb2
13845,Ephb3
13846,Ephb4
13848,Ephb6
11350,Abl1
13800,Enah
218397,Rasa1
53972,Ngef
15461,Hras
16653,Kras
18176,Nras
26413,Mapk1
26417,Mapk3
17974,Nck2
50780,Rgs3
20315,Cxcl12
12767,Cxcr4
14677,Gnai1
14679,Gnai3
14678,Gnai2
20562,Slit1
20563,Slit2
20564,Slit3
19876,Robo1
268902,Robo2
19649,Robo3
117600,Srgap1
14270,Srgap2
259302,Srgap3
20346,Sema3a
20347,Sema3b
20348,Sema3c
108151,Sema3d
20349,Sema3e
20350,Sema3f
218877,Sema3g
18845,Plxna2
18846,Plxna3
243743,Plxna4
18844,Plxna1
18186,Nrp1
16728,L1cam
16885,Limk1
16886,Limk2
12631,Cfl1
12632,Cfl2
11854,Rhod
223881,Rnd1
14159,Fes
65254,Dpysl5
12934,Dpysl2
12568,Cdk5
56637,Gsk3b
20352,Sema4b
20353,Sema4c
20354,Sema4d
20355,Sema4f
26456,Sema4g
20351,Sema4a
20356,Sema5a
20357,Sema5b
20358,Sema6a
20359,Sema6b
20360,Sema6c
214968,Sema6d
235611,Plxnb1
140570,Plxnb2
140571,Plxnb3
17295,Met
110157,Raf1
20130,Rras
20361,Sema7a
54712,Plxnc1
16412,Itgb1
20423,Shh
19206,Ptch1
319757,Smo
18750,Prkca
16202,Ilk
117606,Boc
22418,Wnt5a
22419,Wnt5b
14365,Fzd3
20187,Ryk
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
22417,Wnt4
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
228026,Pdk1
93742,Pard3
18762,Prkcz
56513,Pard6a
58220,Pard6b
93737,Pard6g
231637,Ssh1
237860,Ssh2
245857,Ssh3
12162,Bmp7
238057,Gdf7
12168,Bmpr2
12167,Bmpr1b
mmu04370,VEGF signaling pathway
22339,Vegfa
16542,Kdr
27371,Sh2d2a
18803,Plcg1
234779,Plcg2
18750,Prkca
18751,Prkcb
18752,Prkcg
56632,Sphk2
20698,Sphk1
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
18019,Nfatc2
19225,Ptgs2
14083,Ptk2
216148,Shc2
19303,Pxn
12540,Cdc42
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
17164,Mapkapk2
102626,Mapkapk3
15507,Hspb1
20779,Src
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
19353,Rac1
19354,Rac2
170758,Rac3
11651,Akt1
11652,Akt2
23797,Akt3
18127,Nos3
12371,Casp9
12015,Bad
mmu04371,Apelin signaling pathway
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
271639,Adcy10
18747,Prkaca
18749,Prkacb
16890,Lipe
30878,Apln
23796,Aplnr
14677,Gnai1
14679,Gnai3
14678,Gnai2
14688,Gnb1
14693,Gnb2
14695,Gnb3
14696,Gnb4
14697,Gnb5
14702,Gng2
14704,Gng3
14706,Gng4
14707,Gng5
14708,Gng7
14709,Gng8
14700,Gng10
66066,Gng11
14701,Gng12
100503710,Gm5741
64337,Gng13
